venue.id,venue.name,venue.location.lat,venue.location.lng,borough,rating,likes,tips_count
49e298b0f964a52040621fe3,Mother's,40.71487632562948,-73.94445591367176,Brooklyn,8.0,222,98
4ffe3889e4b01d5de4d4a81a,Blue Collar,40.71135771797886,-73.95771847756468,Brooklyn,8.3,264,106
439308daf964a520712b1fe3,DuMont Burger,40.71361910775793,-73.96191390880838,Brooklyn,8.1,429,229
4c0d0b440e9e9521c7d13cbd,Whitmans,40.7279733967652,-73.98429759357843,Manhattan Community Board 3,8.5,492,234
549c6881498eaaf3954382f3,Superiority Burger,40.72754947104763,-73.9832897923765,Manhattan Community Board 3,8.6,489,150
548b87a1498edc77fcbf745c,Burger & Lobster,40.74009976293929,-73.99350464344025,Manhattan Community Board 4,8.7,1182,271
4a81ed04f964a520fff71fe3,Jackson Hole,40.76751719853113,-73.8992667490776,Queens,8.6,224,86
539f889c498e6ead0cae0d50,Black Iron Burger,40.75417342765138,-73.99024800252201,Manhattan Community Board 5,8.3,249,78
3fd66200f964a52096e91ee3,Corner Bistro,40.738022770880654,-74.00373995304108,Manhattan Community Board 2,8.3,1060,391
5b05c761e7a2370039b6f1ff,Shake Shack,40.717372574839686,-73.96049213342168,Brooklyn,8.8,35,2
54d2625a498e5d4ffd200303,Bareburger,40.74349645012385,-73.95363438208204,Queens,8.2,134,25
4c9a8eccd4b1b1f7314dd135,B&B Winepub,40.7258,-73.99793,Manhattan Community Board 2,8.0,556,298
