venue.id,venue.name,venue.location.lat,venue.location.lng,borough,rating,likes,tips_count
4b22e814f964a520175024e3,The Lakeview Restaurant,43.64943515996231,-79.42039021958406,Davenport,7.4,263,161
4dfcd1bf1f6e05048d872c36,Harvey's,43.639737036651525,-79.41895916525044,Spadina—Fort York,6.8,26,20
4b69a5f3f964a52043ab2be3,A&W Canada,43.655583,-79.381312,Downtown Yonge,6.8,9,5
5d300095844dd80008b34464,A&W Canada,43.665334,-79.352422,East York,6.6,0,2
51df585f498ef3df406f9857,No Bull Burger,43.68076063491662,-79.28501935257889,Beaches—East York,7.1,12,10
4b9ee0b8f964a520ef0737e3,Dairy Freeze,43.675195266234454,-79.45484552346501,Davenport,7.0,13,11
4adf4770f964a520097921e3,South St. Burger,43.70965486513187,-79.39883266055938,Toronto—St. Paul's,6.8,36,22
4db86d7cfc608240bc2cbb99,Uncle Betty's Diner,43.7144524368588,-79.40009057656115,Don Valley West,7.5,74,56
4e99a58782310013a1292231,Slab Burgers,43.668412918337914,-79.3885447788524,University—Rosedale,6.7,19,11
4b7355a4f964a52044a92de3,Mildred's Temple Kitchen,43.64017718328022,-79.42015753363509,Spadina—Fort York,8.2,228,143
4b11ed35f964a520168723e3,Gabby's Eatery & Taps,43.650767923258826,-79.37048856933147,Toronto Centre,6.5,14,11
5a6bd7ec6661160f9355c448,Sidebar,43.676441,-79.35674499999999,East York,8.1,6,2
4ad4c05ff964a5201ef720e3,Vesta Lunch,43.673233144930585,-79.41427023061763,University—Rosedale,6.9,22,22
51d62df3498e4812ead1ca3a,South St. Burger,43.6812290197126,-79.42792927601594,Toronto—St. Paul's,6.6,6,5
544852c3498e49ed2360db96,South St. Burger,43.651579049490756,-79.36730306874466,Toronto Centre,6.4,19,8
579400f5498eeafb24897f10,Wendy's,43.660403362711776,-79.36062902212149,Toronto Centre,6.4,2,0
4b06d80cf964a52042f122e3,Hero Certified Burgers,43.64939594104503,-79.37811662343712,Toronto Centre,6.0,25,17
4ae8ee4bf964a52078b321e3,Bishop and Belcher,43.67009573008565,-79.38235405899651,University—Rosedale,6.6,58,32
4ad4c05df964a52040f620e3,Canyon Creek Front Street,43.64505652745296,-79.38433430354348,Spadina—Fort York,6.9,53,31
565e71f5498ed383cf90b5c4,The Burger's Priest,43.66587811890311,-79.40778538348495,University—Rosedale,6.5,15,3
52acedc011d2bf5586251c3c,Union Social Eatery,43.687895222057065,-79.39491559605743,Toronto—St. Paul's,7.5,60,20
4fe49fd4e4b023504e77794e,The White Brick Kitchen,43.664299595298424,-79.41494748611514,University—Rosedale,7.5,50,29
4f9b223be4b0d04dbfa6ff88,Hero Certified Burgers,43.68863093053954,-79.41263632449024,Toronto—St. Paul's,6.4,10,6
54b416fc498e7d8e2ed1337b,South Street Burger Co.,43.67095678550282,-79.3925035428588,University—Rosedale,6.2,4,6
5823cc8cd1efa6541abcdc4d,Burger Factory,43.65031,-79.389127,Spadina—Fort York,6.1,5,3
510ab343e4b0a390b641f522,Hero Burger,43.64373698999591,-79.4035027473136,Spadina—Fort York,6.1,13,6
