venue.id,venue.name,venue.location.lat,venue.location.lng,borough
49e298b0f964a52040621fe3,Mother's,40.71487632562948,-73.94445591367176,Brooklyn
4a3c2b49f964a52036a11fe3,Bareburger,40.7633166245262,-73.92113908234228,Astoria
4ffe3889e4b01d5de4d4a81a,Blue Collar,40.71135771797886,-73.95771847756468,Brooklyn
40e74880f964a520150a1fe3,Shake Shack,40.74148371088094,-73.9882180094719,New York County
439308daf964a520712b1fe3,DuMont Burger,40.71361910775793,-73.96191390880838,Brooklyn
51ca35d4498e950b67e87df8,Shake Shack,40.752700113678515,-73.97709378302513,Midtown East
4c0d0b440e9e9521c7d13cbd,Whitmans,40.7279733967652,-73.98429759357843,Manhattan Community Board 3
3fd66200f964a520fbe71ee3,P.J. Clarke's,40.75892425944354,-73.96847418200814,Murray Hill
549c6881498eaaf3954382f3,Superiority Burger,40.72754947104763,-73.9832897923765,Manhattan Community Board 3
3fd66200f964a52044ea1ee3,J.G. Melon,40.77105,-73.95931,Manhattan Community Board 8
548b87a1498edc77fcbf745c,Burger & Lobster,40.74009976293929,-73.99350464344025,Manhattan Community Board 4
4a81ed04f964a520fff71fe3,Jackson Hole,40.76751719853113,-73.8992667490776,Queens
41b3a100f964a5206c1e1fe3,Burger Joint,40.76419333666803,-73.9786886823632,Midtown
44b78a37f964a52070351fe3,Minetta Tavern,40.73004893228044,-74.00064667028238,Greenwich Village
54f9d808498eaa73550d399c,Black Tap,40.723897,-74.004221,SoHo
49d8c05df964a520c95d1fe3,5 Napkin Burger,40.760180000000005,-73.9910951312828,Hell's Kitchen
539f889c498e6ead0cae0d50,Black Iron Burger,40.75417342765138,-73.99024800252201,Manhattan Community Board 5
48f1a197f964a52042521fe3,Five Leaves,40.72361194852374,-73.9516300884814,Greenpoint
3fd66200f964a52096e91ee3,Corner Bistro,40.738022770880654,-74.00373995304108,Manhattan Community Board 2
5b05c761e7a2370039b6f1ff,Shake Shack,40.717372574839686,-73.96049213342168,Brooklyn
4c88ea117223b1f7253e2fa8,Bill's Bar & Burger,40.759289564255084,-73.97753477096558,Midtown
4afb587bf964a5202b1d22e3,Jackson Hole,40.7638694,-73.9629729,Manhattan Community Board 8
57ec4d6e498e77c0a2b1d85a,Mister Dips,40.72234485175334,-73.95729914693591,Greenpoint
54d2625a498e5d4ffd200303,Bareburger,40.74349645012385,-73.95363438208204,Queens
4c9a8eccd4b1b1f7314dd135,B&B Winepub,40.7258,-73.99793,Manhattan Community Board 2
4a67b65ff964a520f2c91fe3,Joy Burger Bar,40.7884030668803,-73.94905941438945,Lexington Houses
3fd66200f964a52021ea1ee3,Walker's,40.71980919292731,-74.00685377052856,Manhattan Community Board 1
5460fb3b498e94400cc7fd29,Shake Shack,40.74966574698551,-73.97571869830242,Manhattan Community Board 6
59d36de20fe7a024363de0b8,Shake Shack,40.72999845323382,-73.9896956893842,New York County
4db8989a8154ce84dc168e1c,two8two Bar & Burger,40.688513,-73.989743,Brooklyn
4c4dff7f67929c74f368699b,The Burger Garage,40.746847,-73.942472,Queens
4c0c5587340720a166978993,Westville Chelsea,40.74196304002314,-74.0000471919283,Manhattan Community Board 4
3fd66200f964a5207feb1ee3,Diner,40.710620909854164,-73.96558474265818,Brooklyn
4b9aedf3f964a52019e435e3,The Brindle Room,40.72815413633835,-73.98284148552706,Manhattan Community Board 3
3fd66200f964a520e6e51ee3,Mercer Kitchen,40.72468796609349,-73.99867503501252,Manhattan Community Board 2
3fd66200f964a520bde71ee3,Island Burgers and Shakes,40.764275337374954,-73.98835137964558,Manhattan Community Board 4
588cf4548b0ebb5d015a5964,Juanchi's Burger,40.71294743722325,-73.95890770379296,Brooklyn
49c9358af964a52040581fe3,Schnipper's Quality Kitchen,40.75593,-73.98971,Garment District
4a6bdf50f964a52024d01fe3,Korzo,40.662049077056736,-73.99250281208833,Brooklyn
45096dd1f964a5203c391fe3,Cronin & Phelan's,40.75910160466315,-73.91930628879398,Queens
52c6e56211d293ba81a6ff9b,Emily,40.683419946744586,-73.96655063949262,Brooklyn
4aa9386ef964a5208b5220e3,The Breslin Bar & Dining Room,40.74581012541628,-73.98803194277819,Manhattan Community Board 4
5723922f498efa17d6ffb135,Shake Shack,40.75125311310451,-73.98762983461616,New York County
521ca3db8bbd76c33abf1cac,Left Bank Burger Bar,40.72167503746749,-74.04614548811384,Jersey City
5ab5be3ad3cce81a8231ceb3,Five Guys,40.751959463977414,-73.9861751574933,Manhattan Community Board 5
