venue.id,venue.name,venue.location.lat,venue.location.lng,borough
4af9e037f964a520f11422e3,Burger King,43.69084776539396,-79.28853660821915,Danforth Station
4afb0113f964a5203e1a22e3,McDonald's,43.6718287,-79.3785473,Toronto Centre
4b1282f7f964a520688a23e3,McDonald's,43.683791167592446,-79.32063798474428,Danforth Village
4b67baaaf964a5202b5c2be3,The Piston,43.66153888272836,-79.42766837195519,Old Toronto
4ae1ce4af964a520938721e3,The Beet Organic Café,43.665339657389666,-79.46713655678533,The Junction
4b295e10f964a520ba9d24e3,Richtree Natural Market Restaurants,43.652614361741726,-79.38023131683906,Downtown Yonge
4b99276bf964a5203a6535e3,Mike's Liberty Grill,43.63750507397488,-79.42464979436862,Spadina—Fort York
4ae1e2c8f964a5205f8821e3,Hooters,43.647951378077856,-79.39033977542255,Spadina—Fort York
4ad8e295f964a520a91521e3,Duff's Famous Wings,43.70615680065285,-79.37540317221469,Don Valley West
4b3db5e4f964a520709625e3,Quinn's Steakhouse & Bar,43.65119745750837,-79.38297614548685,Financial District
4ae74ec5f964a52044aa21e3,OK OK Diner,43.66225329502585,-79.3350107360736,East York
4bad73c0f964a52074523be3,Duke of Somerset,43.65810562224035,-79.38456875173901,Old Toronto
4d8a7d78bc848cfabd63db2b,Valens Restaurants,43.65609618431269,-79.39283865916013,University—Rosedale
4af08336f964a520cedc21e3,Fionn MacCool's Front Street,43.64368932526248,-79.39020148975177,Spadina—Fort York
4ad9f7a5f964a520821c21e3,The Wheat Sheaf,43.64370770413191,-79.4025884491327,Spadina—Fort York
4afb3e06f964a5204e1c22e3,Purple Onion,43.665533097822035,-79.46947455751945,The Junction
4ae0ab5ff964a520758121e3,Prohibition Gastrohouse,43.65881348516176,-79.35032270812795,East York
4ad4c05cf964a520c0f520e3,Gladstone Hotel,43.64261630118951,-79.42693584428037,Little Portugal
4b19d264f964a520d4e423e3,Loons Pub,43.65171531224001,-79.45116361533871,Parkdale—High Park
4ad7cfdaf964a520fb0e21e3,Brazen Head Irish Pub,43.638548226526325,-79.41709516219507,Spadina—Fort York
504ac6d5e4b05763e96453bc,Bassline,43.66216378800318,-79.42473828498137,University—Rosedale
